barrio;año;mes;superficie;comuna
Velez Sarsfield;2016;Sep;286;10
Velez Sarsfield;2016;Oct;308;10
Velez Sarsfield;2016;Nov;241;10
Velez Sarsfield;2016;Dic;297;10
Velez Sarsfield;2017;Ene;666;10
Velez Sarsfield;2017;Feb;150;10
Velez Sarsfield;2017;Mar;653;10
Velez Sarsfield;2017;Abr;513;10
Velez Sarsfield;2017;May;142;10
Velez Sarsfield;2017;Jun;322;10
Velez Sarsfield;2017;Jul;326;10
Velez Sarsfield;2017;Ago;79;10
Velez Sarsfield;2017;Sep;200;10
Velez Sarsfield;2017;Oct;150;10
Velez Sarsfield;2017;Nov;633;10
Velez Sarsfield;2017;Dic;297;10
Velez Sarsfield;2018;Ene;283;10
Velez Sarsfield;2018;Feb;126;10
Velez Sarsfield;2018;Mar;399;10
Velez Sarsfield;2018;Abr;319;10
Velez Sarsfield;2018;May;221;10
Velez Sarsfield;2018;Jun;363;10
Velez Sarsfield;2018;Jul;563;10
Velez Sarsfield;2018;Ago;336;10
Velez Sarsfield;2018;Sep;402;10
Velez Sarsfield;2018;Oct;604;10
Velez Sarsfield;2018;Nov;778;10
Velez Sarsfield;2018;Dic;266;10
Velez Sarsfield;2019;Ene;634;10
Velez Sarsfield;2019;Feb;526;10
Velez Sarsfield;2019;Mar;566;10
Velez Sarsfield;2019;Abr;816;10
Velez Sarsfield;2019;May;483;10
Velez Sarsfield;2019;Jun;433;10
Velez Sarsfield;2019;Jul;556;10
Velez Sarsfield;2019;Ago;231;10
Versalles;2013;Jul;88;10
Versalles;2013;Ago;278;10
Versalles;2013;Sep;50;10
Versalles;2013;Oct;205;10
Versalles;2013;Nov;0;10
Versalles;2013;Dic;292;10
Versalles;2014;Ene;241;10
Versalles;2014;Feb;161;10
Versalles;2014;Mar;192;10
Versalles;2014;Abr;224;10
Versalles;2014;May;353;10
Versalles;2014;Jun;279;10
Versalles;2014;Jul;466;10
Versalles;2014;Ago;220;10
Versalles;2014;Sep;200;10
Versalles;2014;Oct;147;10
Versalles;2014;Nov;127;10
Versalles;2014;Dic;152;10
Versalles;2015;Ene;148;10
Versalles;2015;Feb;0;10
Versalles;2015;Mar;265;10
Versalles;2015;Abr;95;10
Versalles;2015;May;38;10
Versalles;2015;Jun;178;10
Versalles;2015;Jul;0;10
Versalles;2015;Ago;42;10
Versalles;2015;Sep;103;10
Versalles;2015;Oct;60;10
Versalles;2015;Nov;125;10
Versalles;2015;Dic;55;10
Versalles;2016;Ene;70;10
Versalles;2016;Feb;140;10
Versalles;2016;Mar;70;10
Versalles;2016;Abr;86;10
Versalles;2016;May;56;10
Versalles;2016;Jun;106;10
Versalles;2016;Jul;210;10
Versalles;2016;Ago;186;10
Versalles;2016;Sep;36;10
Versalles;2016;Oct;136;10
Versalles;2016;Nov;232;10
Versalles;2016;Dic;75;10
Versalles;2017;Ene;40;10
Versalles;2017;Feb;52;10
Versalles;2017;Mar;65;10
Versalles;2017;Abr;103;10
Versalles;2017;May;129;10
Versalles;2017;Jun;113;10
Versalles;2017;Jul;40;10
Versalles;2017;Ago;271;10
Versalles;2017;Sep;0;10
Versalles;2017;Oct;0;10
Versalles;2017;Nov;0;10
Versalles;2017;Dic;65;10
Versalles;2018;Ene;46;10
Versalles;2018;Feb;94;10
Versalles;2018;Mar;52;10
Versalles;2018;Abr;0;10
Versalles;2018;May;65;10
Versalles;2018;Jun;239;10
Versalles;2018;Jul;122;10
Versalles;2018;Ago;38;10
Versalles;2018;Sep;50;10
Versalles;2018;Oct;211;10
Versalles;2018;Nov;183;10
Versalles;2018;Dic;140;10
Versalles;2019;Ene;150;10
Versalles;2019;Feb;0;10
Versalles;2019;Mar;135;10
Versalles;2019;Abr;285;10
Versalles;2019;May;282;10
Versalles;2019;Jun;115;10
Versalles;2019;Jul;40;10
Versalles;2019;Ago;105;10
Villa Crespo;2013;Jul;4431;15
Villa Crespo;2013;Ago;4215;15
Villa Crespo;2013;Sep;4353;15
Villa Crespo;2013;Oct;5764;15
Villa Crespo;2013;Nov;5404;15
Villa Crespo;2013;Dic;4935;15
Villa Crespo;2014;Ene;4711;15
Villa Crespo;2014;Feb;4775;15
Villa Crespo;2014;Mar;4826;15
Villa Crespo;2014;Abr;2264;15
Villa Crespo;2014;May;4902;15
Villa Crespo;2014;Jun;4284;15
Villa Crespo;2014;Jul;4737;15
Villa Crespo;2014;Ago;3874;15
Villa Crespo;2014;Sep;4728;15
Villa Crespo;2014;Oct;9179;15
Villa Crespo;2014;Nov;3927;15
Villa Crespo;2014;Dic;3750;15
Villa Crespo;2015;Ene;3966;15
Villa Crespo;2015;Feb;3357;15
Villa Crespo;2015;Mar;3794;15
Villa Crespo;2015;Abr;4058;15
Villa Crespo;2015;May;3250;15
Villa Crespo;2015;Jun;4584;15
Villa Crespo;2015;Jul;3516;15
Villa Crespo;2015;Ago;3351;15
Villa Crespo;2015;Sep;2358;15
Villa Crespo;2015;Oct;1574;15
Villa Crespo;2015;Nov;1970;15
Villa Crespo;2015;Dic;1658;15
Villa Crespo;2016;Ene;2712;15
Villa Crespo;2016;Feb;2809;15
Villa Crespo;2016;Mar;1812;15
Villa Crespo;2016;Abr;2444;15
Villa Crespo;2016;May;2268;15
Villa Crespo;2016;Jun;2294;15
Villa Crespo;2016;Jul;3003;15
Villa Crespo;2016;Ago;2163;15
Villa Crespo;2016;Sep;2662;15
Villa Crespo;2016;Oct;2122;15
Villa Crespo;2016;Nov;2991;15
Villa Crespo;2016;Dic;2897;15
Villa Crespo;2017;Ene;1617;15
Villa Crespo;2017;Feb;2493;15
Villa Crespo;2017;Mar;2244;15
Villa Crespo;2017;Abr;1550;15
Villa Crespo;2017;May;2318;15
Villa Crespo;2017;Jun;1471;15
Villa Crespo;2017;Jul;1661;15
Villa Crespo;2017;Ago;2513;15
Villa Crespo;2017;Sep;1723;15
Villa Crespo;2017;Oct;1692;15
Villa Crespo;2017;Nov;2849;15
Villa Crespo;2017;Dic;1810;15
Villa Crespo;2018;Ene;1685;15
Villa Crespo;2018;Feb;1436;15
Villa Crespo;2018;Mar;2155;15
Villa Crespo;2018;Abr;2019;15
Villa Crespo;2018;May;1759;15
Villa Crespo;2018;Jun;1599;15
Villa Crespo;2018;Jul;2438;15
Villa Crespo;2018;Ago;2078;15
Villa Crespo;2018;Sep;2497;15
Villa Crespo;2018;Oct;2008;15
Villa Crespo;2018;Nov;3017;15
Villa Crespo;2018;Dic;2109;15
Villa Crespo;2019;Ene;2255;15
Villa Crespo;2019;Feb;1924;15
Villa Crespo;2019;Mar;2269;15
Villa Crespo;2019;Abr;2929;15
Villa Crespo;2019;May;2295;15
Villa Crespo;2019;Jun;2360;15
Villa Crespo;2019;Jul;2511;15
Villa Crespo;2019;Ago;2061;15
Villa Del Parque;2013;Jul;2616;11
Villa Del Parque;2013;Ago;1781;11
Villa Del Parque;2013;Sep;2037;11
Villa Del Parque;2013;Oct;2655;11
Villa Del Parque;2013;Nov;2173;11
Villa Del Parque;2013;Dic;2497;11
Villa Del Parque;2014;Ene;1588;11
Villa Del Parque;2014;Feb;2234;11
Villa Del Parque;2014;Mar;2320;11
Villa Del Parque;2014;Abr;1886;11
Villa Del Parque;2014;May;2860;11
Villa Del Parque;2014;Jun;1864;11
Villa Del Parque;2014;Jul;2308;11
Villa Del Parque;2014;Ago;2397;11
Villa Del Parque;2014;Sep;1989;11
Villa Del Parque;2014;Oct;2859;11
Villa Del Parque;2014;Nov;2770;11
Villa Del Parque;2014;Dic;1756;11
Villa Del Parque;2015;Ene;1741;11
Villa Del Parque;2015;Feb;1723;11
Villa Del Parque;2015;Mar;1778;11
Villa Del Parque;2015;Abr;1995;11
Villa Del Parque;2015;May;1756;11
Villa Del Parque;2015;Jun;1897;11
Villa Del Parque;2015;Jul;1725;11
Villa Del Parque;2015;Ago;1994;11
Villa Del Parque;2015;Sep;962;11
Villa Del Parque;2015;Oct;1438;11
Villa Del Parque;2015;Nov;805;11
Villa Del Parque;2015;Dic;1290;11
Villa Del Parque;2016;Ene;1066;11
Villa Del Parque;2016;Feb;1103;11
Villa Del Parque;2016;Mar;1214;11
Villa Del Parque;2016;Abr;1182;11
Villa Del Parque;2016;May;842;11
Villa Del Parque;2016;Jun;1090;11
Villa Del Parque;2016;Jul;1707;11
Villa Del Parque;2016;Ago;1457;11
Villa Del Parque;2016;Sep;1078;11
Villa Del Parque;2016;Oct;1515;11
Villa Del Parque;2016;Nov;1253;11
Villa Del Parque;2016;Dic;1270;11
Villa Del Parque;2017;Ene;1300;11
Villa Del Parque;2017;Feb;1083;11
Villa Del Parque;2017;Mar;1858;11
Villa Del Parque;2017;Abr;1091;11
Villa Del Parque;2017;May;1104;11
Villa Del Parque;2017;Jun;593;11
Villa Del Parque;2017;Jul;1702;11
Villa Del Parque;2017;Ago;834;11
Villa Del Parque;2017;Sep;939;11
Villa Del Parque;2017;Oct;848;11
Villa Del Parque;2017;Nov;1104;11
Villa Del Parque;2017;Dic;970;11
Villa Del Parque;2018;Ene;1180;11
Villa Del Parque;2018;Feb;1235;11
Villa Del Parque;2018;Mar;1601;11
Villa Del Parque;2018;Abr;1261;11
Villa Del Parque;2018;May;954;11
Villa Del Parque;2018;Jun;868;11
Villa Del Parque;2018;Jul;1000;11
Villa Del Parque;2018;Ago;997;11
Villa Del Parque;2018;Sep;1026;11
Villa Del Parque;2018;Oct;1703;11
Villa Del Parque;2018;Nov;1402;11
Villa Del Parque;2018;Dic;1148;11
Villa Del Parque;2019;Ene;1286;11
Villa Del Parque;2019;Feb;1691;11
Villa Del Parque;2019;Mar;1738;11
Villa Del Parque;2019;Abr;1284;11
Villa Del Parque;2019;May;1447;11
Villa Del Parque;2019;Jun;1093;11
Villa Del Parque;2019;Jul;1276;11
Villa Del Parque;2019;Ago;835;11
Villa Devoto;2013;Jul;2450;11
Villa Devoto;2013;Ago;1746;11
Villa Devoto;2013;Sep;2786;11
Villa Devoto;2013;Oct;2805;11
Villa Devoto;2013;Nov;2488;11
Villa Devoto;2013;Dic;2417;11
Villa Devoto;2014;Ene;1939;11
Villa Devoto;2014;Feb;2628;11
Villa Devoto;2014;Mar;2043;11
Villa Devoto;2014;Abr;915;11
Villa Devoto;2014;May;1995;11
Villa Devoto;2014;Jun;2155;11
Villa Devoto;2014;Jul;2816;11
Villa Devoto;2014;Ago;2295;11
Villa Devoto;2014;Sep;1897;11
Villa Devoto;2014;Oct;2613;11
Villa Devoto;2014;Nov;1670;11
Villa Devoto;2014;Dic;1184;11
Villa Devoto;2015;Ene;1079;11
Villa Devoto;2015;Feb;1499;11
Villa Devoto;2015;Mar;1817;11
Villa Devoto;2015;Abr;1187;11
Villa Devoto;2015;May;1312;11
Villa Devoto;2015;Jun;1110;11
Villa Devoto;2015;Jul;2187;11
Villa Devoto;2015;Ago;1575;11
Villa Devoto;2015;Sep;917;11
Villa Devoto;2015;Oct;807;11
Villa Devoto;2015;Nov;1097;11
Villa Devoto;2015;Dic;559;11
Villa Devoto;2016;Ene;1151;11
Villa Devoto;2016;Feb;744;11
Villa Devoto;2016;Mar;546;11
Villa Devoto;2016;Abr;705;11
Villa Devoto;2016;May;1036;11
Villa Devoto;2016;Jun;1274;11
Villa Devoto;2016;Jul;1014;11
Villa Devoto;2016;Ago;1212;11
Villa Devoto;2016;Sep;694;11
Villa Devoto;2016;Oct;974;11
Villa Devoto;2016;Nov;944;11
Villa Devoto;2016;Dic;1322;11
Villa Devoto;2017;Ene;999;11
Villa Devoto;2017;Feb;692;11
Villa Devoto;2017;Mar;1123;11
Villa Devoto;2017;Abr;783;11
Villa Devoto;2017;May;1200;11
Villa Devoto;2017;Jun;891;11
Villa Devoto;2017;Jul;972;11
Villa Devoto;2017;Ago;978;11
Villa Devoto;2017;Sep;444;11
Villa Devoto;2017;Oct;974;11
Villa Devoto;2017;Nov;997;11
Villa Devoto;2017;Dic;1229;11
Villa Devoto;2018;Ene;1136;11
Villa Devoto;2018;Feb;1252;11
Villa Devoto;2018;Mar;1160;11
Villa Devoto;2018;Abr;921;11
Villa Devoto;2018;May;739;11
Villa Devoto;2018;Jun;911;11
Villa Devoto;2018;Jul;913;11
Villa Devoto;2018;Ago;987;11
Villa Devoto;2018;Sep;1327;11
Villa Devoto;2018;Oct;1312;11
Villa Devoto;2018;Nov;1271;11
Villa Devoto;2018;Dic;1098;11
Villa Devoto;2019;Ene;1387;11
Villa Devoto;2019;Feb;1377;11
Villa Devoto;2019;Mar;1679;11
Villa Devoto;2019;Abr;978;11
Villa Devoto;2019;May;2077;11
Villa Devoto;2019;Jun;983;11
Villa Devoto;2019;Jul;1020;11
Villa Devoto;2019;Ago;976;11
Villa Gral. Mitre;2013;Jul;596;11
Villa Gral. Mitre;2013;Ago;680;11
Villa Gral. Mitre;2013;Sep;710;11
Villa Gral. Mitre;2013;Oct;762;11
Villa Gral. Mitre;2013;Nov;725;11
Villa Gral. Mitre;2013;Dic;575;11
Villa Gral. Mitre;2014;Ene;454;11
Villa Gral. Mitre;2014;Feb;1127;11
Villa Gral. Mitre;2014;Mar;521;11
Villa Gral. Mitre;2014;Abr;271;11
Villa Gral. Mitre;2014;May;925;11
Villa Gral. Mitre;2014;Jun;375;11
Villa Gral. Mitre;2014;Jul;675;11
Villa Gral. Mitre;2014;Ago;541;11
Villa Gral. Mitre;2014;Sep;414;11
Villa Gral. Mitre;2014;Oct;635;11
Villa Gral. Mitre;2014;Nov;664;11
Villa Gral. Mitre;2014;Dic;453;11
Villa Gral. Mitre;2015;Ene;400;11
Villa Gral. Mitre;2015;Feb;676;11
Villa Gral. Mitre;2015;Mar;570;11
Villa Gral. Mitre;2015;Abr;601;11
Villa Gral. Mitre;2015;May;735;11
Villa Gral. Mitre;2015;Jun;518;11
Villa Gral. Mitre;2015;Jul;614;11
Villa Gral. Mitre;2015;Ago;490;11
Villa Gral. Mitre;2015;Sep;395;11
Villa Gral. Mitre;2015;Oct;367;11
Villa Gral. Mitre;2015;Nov;275;11
Villa Gral. Mitre;2015;Dic;463;11
Villa Gral. Mitre;2016;Ene;87;11
Villa Gral. Mitre;2016;Feb;303;11
Villa Gral. Mitre;2016;Mar;467;11
Villa Gral. Mitre;2016;Abr;283;11
Villa Gral. Mitre;2016;May;307;11
Villa Gral. Mitre;2016;Jun;325;11
Villa Gral. Mitre;2016;Jul;384;11
Villa Gral. Mitre;2016;Ago;209;11
Villa Gral. Mitre;2016;Sep;297;11
Villa Gral. Mitre;2016;Oct;169;11
Villa Gral. Mitre;2016;Nov;363;11
Villa Gral. Mitre;2016;Dic;403;11
Villa Gral. Mitre;2017;Ene;404;11
Villa Gral. Mitre;2017;Feb;560;11
Villa Gral. Mitre;2017;Mar;320;11
Villa Gral. Mitre;2017;Abr;418;11
Villa Gral. Mitre;2017;May;198;11
Villa Gral. Mitre;2017;Jun;615;11
Villa Gral. Mitre;2017;Jul;283;11
Villa Gral. Mitre;2017;Ago;329;11
Villa Gral. Mitre;2017;Sep;166;11
Villa Gral. Mitre;2017;Oct;372;11
Villa Gral. Mitre;2017;Nov;579;11
Villa Gral. Mitre;2017;Dic;369;11
Villa Gral. Mitre;2018;Ene;259;11
Villa Gral. Mitre;2018;Feb;382;11
Villa Gral. Mitre;2018;Mar;425;11
Villa Gral. Mitre;2018;Abr;553;11
Villa Gral. Mitre;2018;May;788;11
Villa Gral. Mitre;2018;Jun;478;11
Villa Gral. Mitre;2018;Jul;570;11
Villa Gral. Mitre;2018;Ago;536;11
Villa Gral. Mitre;2018;Sep;332;11
Villa Gral. Mitre;2018;Oct;637;11
Villa Gral. Mitre;2018;Nov;436;11
Villa Gral. Mitre;2018;Dic;552;11
Villa Gral. Mitre;2019;Ene;391;11
Villa Gral. Mitre;2019;Feb;499;11
Villa Gral. Mitre;2019;Mar;809;11
Villa Gral. Mitre;2019;Abr;422;11
Villa Gral. Mitre;2019;May;523;11
Villa Gral. Mitre;2019;Jun;563;11
Villa Gral. Mitre;2019;Jul;499;11
Villa Gral. Mitre;2019;Ago;593;11
Villa Lugano;2013;Jul;139;8
Villa Lugano;2013;Ago;168;8
Villa Lugano;2013;Sep;314;8
Villa Lugano;2013;Oct;591;8
Villa Lugano;2013;Nov;355;8
Villa Lugano;2013;Dic;287;8
Villa Lugano;2014;Ene;439;8
Villa Lugano;2014;Feb;265;8
Villa Lugano;2014;Mar;390;8
Villa Lugano;2014;Abr;202;8
Villa Lugano;2014;May;376;8
Villa Lugano;2014;Jun;205;8
Villa Lugano;2014;Jul;200;8
Villa Lugano;2014;Ago;265;8
Villa Lugano;2014;Sep;300;8
Villa Lugano;2014;Oct;245;8
Villa Lugano;2014;Nov;225;8
Villa Lugano;2014;Dic;303;8
Villa Lugano;2015;Ene;298;8
Villa Lugano;2015;Feb;150;8
Villa Lugano;2015;Mar;90;8
Villa Lugano;2015;Abr;163;8
Villa Lugano;2015;May;160;8
Villa Lugano;2015;Jun;122;8
Villa Lugano;2015;Jul;304;8
Villa Lugano;2015;Ago;360;8
Villa Lugano;2015;Sep;0;8
Villa Lugano;2015;Oct;36;8
Villa Lugano;2015;Nov;104;8
Villa Lugano;2015;Dic;0;8
Villa Lugano;2016;Ene;0;8
Villa Lugano;2016;Feb;32;8
Villa Lugano;2016;Mar;118;8
Villa Lugano;2016;Abr;120;8
Villa Lugano;2016;May;102;8
Villa Lugano;2016;Jun;100;8
Villa Lugano;2016;Jul;120;8
Villa Lugano;2016;Ago;120;8
Villa Lugano;2016;Sep;40;8
Villa Lugano;2016;Oct;206;8
Villa Lugano;2016;Nov;176;8
Villa Lugano;2016;Dic;190;8
Villa Lugano;2017;Ene;120;8
Villa Lugano;2017;Feb;72;8
Villa Lugano;2017;Mar;90;8
Villa Lugano;2017;Abr;38;8
Villa Lugano;2017;May;50;8
Villa Lugano;2017;Jun;80;8
Villa Lugano;2017;Jul;111;8
Villa Lugano;2017;Ago;0;8
Villa Lugano;2017;Sep;45;8
Villa Lugano;2017;Oct;38;8
Villa Lugano;2017;Nov;0;8
Villa Lugano;2017;Dic;0;8
Villa Lugano;2018;Ene;0;8
Villa Lugano;2018;Feb;70;8
Villa Lugano;2018;Mar;80;8
Villa Lugano;2018;Abr;50;8
Villa Lugano;2018;May;0;8
Villa Lugano;2018;Jun;0;8
Villa Lugano;2018;Jul;115;8
Villa Lugano;2018;Ago;87;8
Villa Lugano;2018;Sep;49;8
Villa Lugano;2018;Oct;169;8
Villa Lugano;2018;Nov;510;8
Villa Lugano;2018;Dic;98;8
Villa Lugano;2019;Ene;46;8
Villa Lugano;2019;Feb;248;8
Villa Lugano;2019;Mar;236;8
Villa Lugano;2019;Abr;100;8
Villa Lugano;2019;May;302;8
Villa Lugano;2019;Jun;182;8
Villa Lugano;2019;Jul;0;8
Villa Lugano;2019;Ago;278;8
Villa Luro;2013;Jul;712;10
Villa Luro;2013;Ago;1072;10
Villa Luro;2013;Sep;387;10
Villa Luro;2013;Oct;766;10
Villa Luro;2013;Nov;594;10
Villa Luro;2013;Dic;532;10
Villa Luro;2014;Ene;551;10
Villa Luro;2014;Feb;427;10
Villa Luro;2014;Mar;250;10
Villa Luro;2014;Abr;118;10
Villa Luro;2014;May;370;10
Villa Luro;2014;Jun;319;10
Villa Luro;2014;Jul;324;10
Villa Luro;2014;Ago;569;10
Villa Luro;2014;Sep;408;10
Villa Luro;2014;Oct;484;10
Villa Luro;2014;Nov;410;10
Villa Luro;2014;Dic;484;10
Villa Luro;2015;Ene;402;10
Villa Luro;2015;Feb;298;10
Villa Luro;2015;Mar;65;10
Villa Luro;2015;Abr;135;10
Villa Luro;2015;May;761;10
Villa Luro;2015;Jun;801;10
Villa Luro;2015;Jul;701;10
Villa Luro;2015;Ago;671;10
Villa Luro;2015;Sep;198;10
Villa Luro;2015;Oct;397;10
Villa Luro;2015;Nov;357;10
Villa Luro;2015;Dic;403;10
Villa Luro;2016;Ene;540;10
Villa Luro;2016;Feb;273;10
Villa Luro;2016;Mar;258;10
Villa Luro;2016;Abr;368;10
Villa Luro;2016;May;463;10
Villa Luro;2016;Jun;334;10
Villa Luro;2016;Jul;421;10
Villa Luro;2016;Ago;295;10
Villa Luro;2016;Sep;555;10
Villa Luro;2016;Oct;508;10
Villa Luro;2016;Nov;571;10
Villa Luro;2016;Dic;385;10
Villa Luro;2017;Ene;165;10
Villa Luro;2017;Feb;202;10
Villa Luro;2017;Mar;294;10
Villa Luro;2017;Abr;455;10
Villa Luro;2017;May;302;10
Villa Luro;2017;Jun;428;10
Villa Luro;2017;Jul;393;10
Villa Luro;2017;Ago;497;10
Villa Luro;2017;Sep;114;10
Villa Luro;2017;Oct;317;10
Villa Luro;2017;Nov;300;10
Villa Luro;2017;Dic;439;10
Villa Luro;2018;Ene;395;10
Villa Luro;2018;Feb;219;10
Villa Luro;2018;Mar;530;10
Villa Luro;2018;Abr;407;10
Villa Luro;2018;May;203;10
Villa Luro;2018;Jun;199;10
Villa Luro;2018;Jul;455;10
Villa Luro;2018;Ago;886;10
Villa Luro;2018;Sep;677;10
Villa Luro;2018;Oct;546;10
Villa Luro;2018;Nov;405;10
Villa Luro;2018;Dic;247;10
Villa Luro;2019;Ene;411;10
Villa Luro;2019;Feb;292;10
Villa Luro;2019;Mar;758;10
Villa Luro;2019;Abr;429;10
Villa Luro;2019;May;791;10
Villa Luro;2019;Jun;411;10
Villa Luro;2019;Jul;429;10
Villa Luro;2019;Ago;345;10
Villa Ortuzar;2013;Jul;380;15
Villa Ortuzar;2013;Ago;656;15
Villa Ortuzar;2013;Sep;293;15
Villa Ortuzar;2013;Oct;1038;15
Villa Ortuzar;2013;Nov;545;15
Villa Ortuzar;2013;Dic;584;15
Villa Ortuzar;2014;Ene;387;15
Villa Ortuzar;2014;Feb;437;15
Villa Ortuzar;2014;Mar;518;15
Villa Ortuzar;2014;Abr;280;15
Villa Ortuzar;2014;May;734;15
Villa Ortuzar;2014;Jun;849;15
Villa Ortuzar;2014;Jul;817;15
Villa Ortuzar;2014;Ago;1084;15
Villa Ortuzar;2014;Sep;496;15
Villa Ortuzar;2014;Oct;613;15
Villa Ortuzar;2014;Nov;602;15
Villa Ortuzar;2014;Dic;666;15
Villa Ortuzar;2015;Ene;864;15
Villa Ortuzar;2015;Feb;743;15
Villa Ortuzar;2015;Mar;503;15
Villa Ortuzar;2015;Abr;486;15
Villa Ortuzar;2015;May;609;15
Villa Ortuzar;2015;Jun;426;15
Villa Ortuzar;2015;Jul;421;15
Villa Ortuzar;2015;Ago;341;15
Villa Ortuzar;2015;Sep;280;15
Villa Ortuzar;2015;Oct;352;15
Villa Ortuzar;2015;Nov;277;15
Villa Ortuzar;2015;Dic;212;15
Villa Ortuzar;2016;Ene;469;15
Villa Ortuzar;2016;Feb;150;15
Villa Ortuzar;2016;Mar;465;15
Villa Ortuzar;2016;Abr;116;15
Villa Ortuzar;2016;May;224;15
Villa Ortuzar;2016;Jun;241;15
Villa Ortuzar;2016;Jul;404;15
Villa Ortuzar;2016;Ago;368;15
Villa Ortuzar;2016;Sep;408;15
Villa Ortuzar;2016;Oct;586;15
Villa Ortuzar;2016;Nov;321;15
Villa Ortuzar;2016;Dic;320;15
Villa Ortuzar;2017;Ene;362;15
Villa Ortuzar;2017;Feb;378;15
Villa Ortuzar;2017;Mar;475;15
Villa Ortuzar;2017;Abr;430;15
Villa Ortuzar;2017;May;363;15
Villa Ortuzar;2017;Jun;269;15
Villa Ortuzar;2017;Jul;439;15
Villa Ortuzar;2017;Ago;384;15
Villa Ortuzar;2017;Sep;266;15
Villa Ortuzar;2017;Oct;513;15
Villa Ortuzar;2017;Nov;281;15
Villa Ortuzar;2017;Dic;124;15
Villa Ortuzar;2018;Ene;300;15
Villa Ortuzar;2018;Feb;490;15
Villa Ortuzar;2018;Mar;202;15
Villa Ortuzar;2018;Abr;522;15
Villa Ortuzar;2018;May;347;15
Villa Ortuzar;2018;Jun;225;15
Villa Ortuzar;2018;Jul;336;15
Villa Ortuzar;2018;Ago;339;15
Villa Ortuzar;2018;Sep;633;15
Villa Ortuzar;2018;Oct;538;15
Villa Ortuzar;2018;Nov;786;15
Villa Ortuzar;2018;Dic;341;15
Villa Ortuzar;2019;Ene;974;15
Villa Ortuzar;2019;Feb;229;15
Villa Ortuzar;2019;Mar;285;15
Villa Ortuzar;2019;Abr;134;15
Villa Ortuzar;2019;May;554;15
Villa Ortuzar;2019;Jun;417;15
Villa Ortuzar;2019;Jul;374;15
Villa Ortuzar;2019;Ago;638;15
Villa Pueyrredon;2013;Jul;1539;12
Villa Pueyrredon;2013;Ago;1145;12
Villa Pueyrredon;2013;Sep;487;12
Villa Pueyrredon;2013;Oct;1310;12
Villa Pueyrredon;2013;Nov;1253;12
Villa Pueyrredon;2013;Dic;1053;12
Villa Pueyrredon;2014;Ene;1168;12
Villa Pueyrredon;2014;Feb;1273;12
Villa Pueyrredon;2014;Mar;1252;12
Villa Pueyrredon;2014;Abr;944;12
Villa Pueyrredon;2014;May;1584;12
Villa Pueyrredon;2014;Jun;1173;12
Villa Pueyrredon;2014;Jul;1291;12
Villa Pueyrredon;2014;Ago;1571;12
Villa Pueyrredon;2014;Sep;1531;12
Villa Pueyrredon;2014;Oct;1537;12
Villa Pueyrredon;2014;Nov;1720;12
Villa Pueyrredon;2014;Dic;954;12
Villa Pueyrredon;2015;Ene;756;12
Villa Pueyrredon;2015;Feb;1244;12
Villa Pueyrredon;2015;Mar;1358;12
Villa Pueyrredon;2015;Abr;981;12
Villa Pueyrredon;2015;May;760;12
Villa Pueyrredon;2015;Jun;1136;12
Villa Pueyrredon;2015;Jul;1120;12
Villa Pueyrredon;2015;Ago;1294;12
Villa Pueyrredon;2015;Sep;580;12
Villa Pueyrredon;2015;Oct;512;12
Villa Pueyrredon;2015;Nov;400;12
Villa Pueyrredon;2015;Dic;624;12
Villa Pueyrredon;2016;Ene;459;12
Villa Pueyrredon;2016;Feb;669;12
Villa Pueyrredon;2016;Mar;930;12
Villa Pueyrredon;2016;Abr;953;12
Villa Pueyrredon;2016;May;832;12
Villa Pueyrredon;2016;Jun;571;12
Villa Pueyrredon;2016;Jul;683;12
Villa Pueyrredon;2016;Ago;415;12
Villa Pueyrredon;2016;Sep;434;12
Villa Pueyrredon;2016;Oct;777;12
Villa Pueyrredon;2016;Nov;1035;12
Villa Pueyrredon;2016;Dic;831;12
Villa Pueyrredon;2017;Ene;486;12
Villa Pueyrredon;2017;Feb;556;12
Villa Pueyrredon;2017;Mar;1070;12
Villa Pueyrredon;2017;Abr;872;12
Villa Pueyrredon;2017;May;382;12
Villa Pueyrredon;2017;Jun;861;12
Villa Pueyrredon;2017;Jul;433;12
Villa Pueyrredon;2017;Ago;189;12
Villa Pueyrredon;2017;Sep;392;12
Villa Pueyrredon;2017;Oct;521;12
Villa Pueyrredon;2017;Nov;738;12
Villa Pueyrredon;2017;Dic;643;12
Villa Pueyrredon;2018;Ene;885;12
Villa Pueyrredon;2018;Feb;703;12
Villa Pueyrredon;2018;Mar;580;12
Villa Pueyrredon;2018;Abr;750;12
Villa Pueyrredon;2018;May;662;12
Villa Pueyrredon;2018;Jun;722;12
Villa Pueyrredon;2018;Jul;680;12
Villa Pueyrredon;2018;Ago;845;12
Villa Pueyrredon;2018;Sep;981;12
Villa Pueyrredon;2018;Oct;759;12
Villa Pueyrredon;2018;Nov;483;12
Villa Pueyrredon;2018;Dic;662;12
Villa Pueyrredon;2019;Ene;343;12
Villa Pueyrredon;2019;Feb;734;12
Villa Pueyrredon;2019;Mar;831;12
Villa Pueyrredon;2019;Abr;625;12
Villa Pueyrredon;2019;May;1273;12
Villa Pueyrredon;2019;Jun;697;12
Villa Pueyrredon;2019;Jul;685;12
Villa Pueyrredon;2019;Ago;969;12
Villa Real;2013;Jul;151;10
